,word,max_tag,appearances
15871,reaped,VBN,2
15872,Maughan,NNP,2
15873,disruptive,JJ,2
15874,conduit,NN,2
15875,Advocates,NNS,2
15876,bend,VB,2
15877,Roukema,NNP,2
15878,administrations,NNS,2
15879,Adopting,VBG,2
15880,gunship,NN,2
15881,62-year-old,JJ,2
15882,Correll,NNP,2
15883,long-time,JJ,2
15884,Griffin,NNP,2
15885,Pamplin,NNP,2
15886,demonstrating,VBG,2
15887,skipped,VBD,2
15888,classmates,NNS,2
15889,graduated,VBD,2
15890,doctorate,NN,2
15891,building-products,NNS,2
15892,vinyl,NN,2
15893,checkbook,NN,2
15894,McAuley,NNP,2
15895,21-month,JJ,2
15896,Whip,NNP,2
15897,English-speaking,JJ,2
15898,Bridges,NNP,4
15899,scenic,JJ,2
15900,arched,JJ,2
15901,Peninsula,NNP,2
15902,floral,JJ,2
15903,Bon,NNP,2
15904,trays,NNS,2
15905,loops,NNS,2
15906,sunlight,NN,2
15907,gamut,NN,2
15908,Droz,NNP,2
15909,Fails,VBZ,2
15910,TWO,CD,2
15911,prisoners,NNS,2
15912,Grain,NN,2
15913,tubular,JJ,2
15914,citation,NN,2
15915,Clairton,NNP,2
15916,coke,NN,2
15917,Scannell,NNP,2
15918,Particularly,RB,2
15919,contesting,VBG,2
15920,Hallett,NNP,2
15921,alcoholics,NNS,2
15922,alcoholism,NN,2
15923,multitude,NN,2
15924,aftereffects,NNS,2
15925,assaults,NNS,2
15926,necessities,NNS,2
15927,predispose,VB,2
15928,Psychiatry,NNP,2
15929,thread,NN,2
15930,decay,NN,2
15931,intimately,RB,2
15932,addiction,NN,2
15933,brutal,JJ,2
15934,Reagan-Bush,JJ,2
15935,Builders,NNPS,2
15936,self-serving,JJ,2
15937,Hammerschmidt,NNP,2
15938,overriding,VBG,2
15939,briefings,NNS,2
15940,viewing,VBG,2
15941,verbatim,JJ,2
15942,prescribe,VBP,4
15943,surreptitiously,RB,2
15944,53-year-old,JJ,2
15945,dividing,VBG,2
15946,rapport,NN,2
15947,mediocre,JJ,2
15948,heirs,NNS,2
15949,"3,600",CD,2
15950,impatient,NN,4
15951,"244,000",CD,2
15952,fringe,NN,2
15953,nine-year,JJ,2
15954,bottom-line,JJ,2
15955,applaud,VBP,2
15956,clashed,VBN,2
15957,Advance,NNP,2
15958,evolved,VBD,4
15959,Possible,JJ,2
15960,Joni,NNP,2
15961,Mehta,NNP,2
15962,emasculate,VB,2
15963,swallow,VB,2
15964,contradict,VB,2
15965,alternatively,RB,2
15966,severable,JJ,2
15967,empowers,VBZ,2
15968,recess,NN,2
15969,Commissions,NNS,2
15970,inquiring,VBG,2
15971,market-oriented,JJ,2
15972,cost-benefit,JJ,2
15973,usurp,VB,2
15974,vetoes,NNS,2
15975,discharge,VB,2
15976,unworkable,JJ,2
15977,prerogative,NN,2
15978,entrusted,VBN,2
15979,civics,NNS,2
15980,Federalist,NNP,2
15981,droughts,NNS,2
15982,deducting,VBG,2
15983,Plains,NNP,4
15984,profited,VBD,2
15985,lobbies,NNS,2
15986,price-depressing,JJ,2
15987,log,VB,2
15988,cushioned,VBN,2
15989,Payments,NNS,2
15990,mammoth,JJ,2
15991,old-time,JJ,2
15992,readership,NN,2
15993,folded,VBD,4
15994,fanciful,JJ,2
15995,Julia,NNP,2
15996,Kendrick,NNP,2
15997,newsroom,NN,2
15998,Hours,NNS,2
15999,Forget,VB,2
16000,programmer,NN,2
16001,accommodations,NNS,2
16002,round-trip,JJ,2
16003,Borough,NNP,2
16004,Fulham,NNP,2
16005,capital-markets,JJ,2
16006,avenues,NNS,2
16007,gut-wrenching,JJ,2
16008,wrath,NN,2
16009,minicrash,NN,2
16010,crapshoot,NN,2
16011,racket,NN,2
16012,palace,NN,2
16013,rallying,VBG,2
16014,countless,JJ,2
16015,wedded,VBN,2
16016,conceding,VBG,2
16017,curbed,VBN,2
16018,denounce,VBP,2
16019,nail,NN,4
16020,den,NN,2
16021,Brean,NNP,2
16022,witches,NNS,2
16023,razor-thin,JJ,2
16024,frightened,VBD,6
16025,Vanderbilt,NNP,2
16026,traditionalists,NNS,2
16027,bundles,NNS,2
16028,derisively,RB,2
16029,old-style,JJ,2
16030,dinosaurs,NNS,2
16031,stacking,VBG,2
16032,Stockbrokers,NNS,2
16033,resent,VBP,2
16034,Sigler,NNP,2
16035,anti-programmers,NNS,2
16036,relentlessly,RB,2
16037,widgets,NNS,2
16038,index-fund,JJ,2
16039,fundamentalist,JJ,2
16040,Reducing,VBG,2
16041,Arbitrage,NN,2
16042,loathsome,JJ,2
16043,loudest,JJS,2
16044,clippings,NNS,2
16045,roadblock,NN,2
16046,executes,VBZ,2
16047,McGuigan,NNP,2
16048,Ballot,NN,2
16049,Schmidt,NNP,2
16050,Citizen,NNP,2
16051,Brigham,NNP,2
16052,Stieglitz,NNP,2
16053,fetching,VBG,2
16054,Barth,NNP,2
16055,million-a-year,JJ,2
16056,chatter,NN,2
16057,migrate,VB,2
16058,receptive,JJ,2
16059,MEDICINE,NNP,2
16060,prompts,VBZ,2
16061,Concerned,VBN,4
16062,landfills,NNS,2
16063,Diaper,NNP,2
16064,viewership,NN,2
16065,Impact,NNP,2
16066,Sigmund,NNP,2
16067,Arighi,NNP,2
16068,59-year-old,JJ,2
16069,31-year-old,JJ,2
16070,decries,VBZ,2
16071,Silverman,NNP,2
16072,insurance-company,NN,2
16073,Taccetta,NNP,2
16074,housewife,NN,2
16075,motors,NNS,2
16076,magnets,NNS,2
16077,breathed,VBD,2
16078,undercutting,VBG,2
16079,Determining,VBG,2
16080,versus,CC,2
16081,1991-2000,CD,2
16082,A-D,NNP,2
16083,1991-1999,CD,2
16084,1992-1999,CD,2
16085,Fourth,JJ,2
16086,Svenska,NNP,2
16087,Something,NN,2
16088,Dodger,NNP,2
16089,thumbs,NNS,2
16090,fielded,VBD,2
16091,endorse,VB,2
16092,spaces,NNS,2
16093,Robbie,NNP,2
16094,cavernous,JJ,2
16095,Superdome,NNP,2
16096,civilization,NN,2
16097,erodes,VBZ,2
16098,Mahoney,NNP,2
16099,credit-rating,NN,2
16100,Whereas,IN,2
16101,Bowman,NNP,2
16102,Catch-22,NN,2
16103,Merchant,NN,2
16104,workforce,NN,2
16105,Sable,NNP,2
16106,eclipse,VB,2
16107,Team,NNP,2
16108,Cougar,NNP,2
16109,absurdity,NN,2
16110,notch,NN,2
16111,compassion,NN,2
16112,policy-making,JJ,2
16113,1940s,CD,4
16114,diethylstilbestrol,NN,2
16115,common-law,NN,2
16116,Courts,NNS,2
16117,twisting,VBG,2
16118,Bendectin,NNP,2
16119,introduces,VBZ,2
16120,tort,NN,2
16121,contingency-fee,JJ,2
16122,vaccines,NNS,2
16123,predictably,RB,2
16124,Caldor,NNP,2
16125,Norwalk,NNP,2
16126,Allergan,NNP,2
16127,wrecking,VBG,2
16128,Elco,NNP,2
16129,larger-than-normal,JJ,2
16130,Topix,NNP,2
16131,Teikoku,NNP,2
16132,Showa,NNP,2
16133,FT,NNP,2
16134,protective,JJ,2
16135,Carlton,NNP,2
16136,"830,000",CD,2
16137,Loewi,NNP,2
16138,"3,250,000",CD,2
16139,"3,040,000",CD,2
16140,"210,000",CD,2
16141,Hanifen,NNP,2
16142,Imhoff,NNP,2
16143,liners,NNS,2
16144,paint,VBP,2
16145,D'Amico,NNP,2
16146,Chatsworth,NNP,2
16147,caustic,JJ,2
16148,Roland,NNP,2
16149,Fabian,NNP,2
16150,Fewer,JJR,2
16151,Opinion,NNP,2
16152,deluge,NN,2
16153,Kathleen,NNP,2
16154,infrequent,JJ,2
16155,blurred,VBD,2
16156,Open,NNP,2
16157,non-farm,JJ,2
16158,"152,000",CD,2
16159,relaunched,VBN,2
16160,unenthusiastic,JJ,2
16161,14\/32,CD,2
16162,double-C,NN,2
16163,BTR,NNP,2
16164,referral,NN,2
16165,sulfur-dioxide,NN,2
16166,market-based,JJ,2
16167,clean-up,JJ,2
16168,dirtiest,JJS,2
16169,jumps,VBZ,4
16170,appease,VB,2
16171,burn,VBP,4
16172,disconnect,VB,2
16173,resumes,VBZ,4
16174,Turnaround,NNP,2
16175,SuperDot,NNP,2
16176,mimics,VBZ,4
16177,puzzled,VBD,4
16178,A.L.,NNP,2
16179,Trace,NNP,2
16180,Asher,NNP,2
16181,computer-services,NNS,2
16182,above-market,JJ,2
16183,18-a-share,JJ,2
16184,Beall,NNP,2
16185,heavy-truck,NN,2
16186,muscling,VBG,2
16187,bombers,NNS,2
16188,resumption,NN,2
16189,expendable,JJ,2
16190,40-megabyte,JJ,2
16191,megabytes,NNS,2
16192,life-of-contract,JJ,2
16193,1988-89,CD,2
16194,"645,000",CD,2
16195,planting,NN,2
16196,Above,IN,2
16197,observance,NN,2
16198,Continued,VBN,4
16199,grains,NNS,2
16200,Disputado,NNP,2
16201,Papua-New,NNP,2
16202,boots,NNS,2
16203,amicable,JJ,2
16204,27-year,JJ,2
16205,information-services,NNS,2
16206,Holland,NNP,2
16207,Kingsbridge,NNP,2
16208,45-a-share,JJ,2
16209,receipt,NN,2
16210,Hadson,NNP,2
16211,"154,240,000",CD,2
16212,Puccio,NNP,2
16213,Eakle,NNP,2
16214,early-retirement,JJ,2
16215,ex-dividend,NN,4
16216,continuous,JJ,2
16217,in-store,JJ,2
16218,simulates,VBZ,2
16219,subcontractor,NN,2
16220,cluster,NN,2
16221,Aerojet,NNP,2
16222,averted,VBN,2
16223,"132,000",CD,2
16224,servicing,NN,2
16225,high-flying,JJ,2
16226,Ranger,NNP,2
16227,Adam,NNP,2
16228,Cabbage,NNP,2
16229,Patch,NNP,2
16230,reaffirmed,VBD,2
16231,demobilize,VB,2
16232,deplorable,JJ,2
16233,brushed,VBD,4
16234,emigres,NNS,2
16235,Namibian,JJ,2
16236,Moslem,NNP,2
16237,Sino-U.S.,JJ,2
16238,rulers,NNS,2
16239,Bhutto,NNP,2
16240,2-3,CD,2
16241,anemic,JJ,2
16242,unresolved,JJ,2
16243,Guber\/Peters,NNP,2
16244,Komatsu,NNP,2
16245,bulldozers,NNS,2
16246,fizzled,VBN,2
16247,Possibly,RB,2
16248,morphogenetic,JJ,2
16249,cartilage,NN,2
16250,BMP-1,NN,2
16251,compositions,NNS,2
16252,BMP,NN,2
16253,Clarence,NNP,2
16254,Equal,NNP,2
16255,sweater,NN,2
16256,implementation,NN,2
16257,"21,000",CD,2
16258,shareholder-rights,JJ,2
16259,cost-control,JJ,2
16260,Chapman,NNP,2
16261,Sternberg,NNP,2
16262,mindful,JJ,2
16263,plaintive,JJ,2
16264,high-minded,JJ,2
16265,revolves,VBZ,2
16266,falsify,VB,2
16267,minority-owned,JJ,2
16268,plugged,VBD,2
16269,Starting,VBG,2
16270,Congressman,NNP,2
16271,Biaggi,NNP,2
16272,Wallach,NNP,2
16273,fashioned,VBN,2
16274,crook,NN,2
16275,gripping,JJ,2
16276,Auditors,NNS,2
16277,crookery,NN,2
16278,garden-variety,NN,2
16279,pediatrician,NN,2
16280,doling,VBG,2
16281,characteristics,NNS,2
16282,tailor-made,JJ,2
16283,finalized,VBN,2
16284,Subcontractors,NNS,2
16285,undelivered,JJ,2
16286,Karns,NNP,2
16287,Purina,NNP,2
16288,seafood,NN,2
16289,bakery,NN,2
16290,rechargeable,JJ,2
16291,ingredients,NNS,2
16292,loading,VBG,2
16293,Railroad,NN,4
16294,windfall,NN,2
16295,logistical,JJ,2
16296,speculating,VBG,2
16297,hauling,VBG,2
16298,compressed,VBN,2
16299,Heating,NN,2
16300,Precious,JJ,2
16301,Bronces,NNP,2
16302,Soldado,NNP,2
16303,Exxon-owned,JJ,2
16304,Minera,NNP,2
16305,walkout,NN,2
16306,NCR,NNP,2
16307,networking,NN,2
16308,Lorain,NNP,2
16309,Kurland,NNP,2
16310,implicitly,RB,2
16311,platforms,NNS,2
16312,Train,NNP,2
16313,Leisure,NN,2
16314,Arts,NNP,4
16315,Haag,NNP,2
16316,Rolls-Royce,NNP,2
16317,Cars,NNS,4
16318,INDUSTRIES,NNP,4
16319,Gabele,NNP,2
16320,regulates,VBZ,2
16321,alcoholic,JJ,2
16322,Sixty,CD,2
16323,repertoire,NN,2
16324,Heinz,NNP,2
16325,splendidly,RB,2
16326,Years,NNS,2
16327,gurus,NNS,2
16328,Tashi,NNP,2
16329,yuppie,NN,2
16330,lightweight,JJ,2
16331,soft-spoken,JJ,2
16332,album,NN,2
16333,Inner,NNP,4
16334,Voices,NNS,2
16335,Saint-Saens,NNP,2
16336,flip,JJ,2
16337,listener,NN,2
16338,buddy,NN,2
16339,Bach,NNP,2
16340,18th,JJ,2
16341,inventions,NNS,2
16342,cleverly,RB,2
16343,clarinet,NN,2
16344,street-corner,JJ,2
16345,Deep,NNP,4
16346,Peace,NN,2
16347,mellow,JJ,2
16348,Amazing,JJ,2
16349,departed,VBD,2
16350,Stolzman,NNP,2
16351,Counterpoint,NN,2
16352,Different,JJ,2
16353,illustrated,VBD,4
16354,distracting,VBG,2
16355,enjoyable,JJ,2
16356,concerts,NNS,2
16357,purged,VBN,2
16358,apologists,NNS,2
16359,Glasnost,FW,2
16360,intrinsic,JJ,2
16361,biennial,JJ,2
16362,tribunal,NN,2
16363,literacy,NN,2
16364,oceanographic,JJ,2
16365,statist,JJ,2
16366,nondemocratic,JJ,2
16367,servants,NNS,2
16368,functionaries,NNS,2
16369,obfuscation,NN,2
16370,allure,NN,2
16371,concepts,NNS,2
16372,high-production,JJ,2
16373,vigor,NN,2
16374,sterile,JJ,2
16375,male-fertile,JJ,2
16376,pollinated,VBN,2
16377,organs,NNS,2
16378,pollen-inhibiting,JJ,2
16379,confer,VB,2
16380,Jan,NNP,2
16381,trick,NN,2
16382,heredity,NN,2
16383,springing,VBG,2
16384,sprays,NNS,2
16385,reproductive,JJ,2
16386,sciences,NNS,2
16387,Biosource,NNP,2
16388,Erwin,NNP,2
16389,complementary,JJ,2
16390,divisiveness,NN,2
16391,once-cozy,JJ,2
16392,squaring,VBG,2
16393,organize,VB,2
16394,pressuring,VBG,2
16395,non-Japanese,JJ,2
16396,Surprises,NNS,2
16397,Conlon,NNP,2
16398,Yogi,NNP,2
16399,Berra,NNP,2
16400,deja,NN,2
16401,vu,NN,2
16402,effortlessly,RB,2
16403,scoops,VBZ,2
16404,outfield,NN,2
16405,Tiant,NNP,2
16406,kiddies,NNS,2
16407,summers,NNS,2
16408,Baseball,NN,4
16409,centerfielder,NN,2
16410,Autry,NNP,2
16411,Sider,NNP,2
16412,pores,VBZ,2
16413,dons,VBZ,2
16414,autographed,VBN,2
16415,brainchild,NN,2
16416,"1,250",CD,2
16417,Players,NNS,2
16418,recapture,VB,2
16419,Gideon,NNP,2
16420,Sox,NNPS,2
16421,McEnaney,NNP,2
16422,stopper,NN,2
16423,repeating,VBG,2
16424,vows,VBZ,2
16425,baseman,NN,2
16426,adjusts,VBZ,2
16427,bounces,VBZ,2
16428,reliever,NN,2
16429,wiry,JJ,2
16430,cheek,NN,2
16431,velocity,NN,2
16432,Paragould,NNP,2
16433,"5,600",CD,2
16434,Zayadi,NNP,2
16435,15\/16,CD,2
16436,service-industry,NN,2
16437,goods-producing,JJ,2
16438,"410,000",CD,2
16439,pistol,NN,2
16440,lobbied,VBD,4
16441,flat-footed,RB,2
16442,Receipts,NNPS,2
16443,British-owned,JJ,2
16444,consulted,VBN,2
16445,shake-up,NN,2
16446,Elanco,NNP,2
16447,pest-control,JJ,2
16448,first-year,JJ,2
16449,Q.,NNP,2
16450,Marston,NNP,2
16451,Jahn,NNP,2
16452,registrations,NNS,2
16453,appalling,JJ,2
16454,stalked,VBN,2
16455,waived,VBN,2
16456,durables,NNS,2
16457,Distance,NNP,2
16458,Kluge,NNP,2
16459,Canonie,NNP,2
16460,Brissette,NNP,2
16461,savings-type,JJ,2
16462,Norberto,NNP,2
16463,fractional,JJ,2
16464,clipboard,NN,2
16465,festivities,NNS,2
16466,embody,VBP,2
16467,diners,NNS,2
16468,interrupting,VBG,2
16469,balloons,NNS,2
16470,Miranda,NNP,2
16471,condom,NN,2
16472,sunrise,NN,2
16473,root-canal,NN,2
16474,Feeling,VBG,2
16475,derring-do,NN,2
16476,ascending,VBG,2
16477,wet,JJ,2
16478,inflate,VB,2
16479,stretches,NNS,2
16480,attendant,NN,4
16481,leisurely,JJ,2
16482,altitude,NN,2
16483,loafers,NNS,2
16484,oh,UH,2
16485,scuttled,VBD,2
16486,Barely,RB,2
16487,half-an-hour,NN,2
16488,ditch,NN,2
16489,enlisted,VBD,2
16490,yanking,VBG,2
16491,cramming,VBG,2
16492,watering,NN,2
16493,Vries,NNP,2
16494,Undersecretary,NNP,2
16495,Testifying,VBG,2
16496,unhinged,VBN,2
16497,resurfaced,VBD,2
16498,LaFalce,NNP,2
16499,38-year-old,JJ,2
16500,conventional-arms,JJ,2
16501,Concerns,NNS,2
16502,persuading,VBG,2
16503,short-range,JJ,2
16504,thinned,VBN,2
16505,exempting,VBG,2
16506,budged,VBN,2
16507,Lease,NNP,2
16508,757-200s,NNS,2
16509,Delivery,NN,2
16510,excludes,VBZ,2
16511,Directorate,NNP,2
16512,Norwegians,NNPS,2
16513,"65,200",CD,2
16514,populations,NNS,2
16515,tended,VBD,4
16516,Istituto,NNP,2
16517,nonvoting,JJ,2
16518,strengthens,VBZ,2
16519,Agnellis,NNPS,2
16520,Moslems,NNPS,2
16521,Mediobanca,NNP,2
16522,cavalier,JJ,2
16523,institutes,NN,2
16524,low-paid,JJ,2
16525,Domenici,NNP,2
16526,N.M,NNP,2
16527,compromised,VBN,2
16528,Units,NNS,2
16529,tile,NN,2
16530,reassure,VB,2
16531,raw-material,NN,2
16532,economic-forecasting,JJ,2
16533,pronounced,VBN,4
16534,Pilgrim,NNP,2
16535,Station,NNP,2
16536,91-day,JJ,2
16537,182-day,JJ,2
16538,astronomer,NN,2
16539,thicket,NN,2
16540,sweetheart,NN,2
16541,wisecracks,NNS,2
16542,programmatic,JJ,2
16543,spins,VBZ,2
16544,Markus,NNP,2
16545,cuckoo,NN,2
16546,nests,NNS,2
16547,Gnu-Emacs,NNP,2
16548,cleans,VBZ,2
16549,dormant,JJ,2
16550,Sventek,NNP,2
16551,slept,VBD,2
16552,quarry,NN,2
16553,tangled,VBN,2
16554,high-ranking,JJ,2
16555,violently,RB,2
16556,left-wing,JJ,2
16557,grudging,JJ,2
16558,RC6280,NN,2
16559,Gant,NNP,2
16560,InfoCorp,NNP,2
16561,five-year-old,JJ,2
16562,simplifying,VBG,2
16563,Aberdeen,NNP,2
16564,off-budget,JJ,2
16565,Fortney,NNP,2
16566,distort,VB,2
16567,Trunkline,NNP,2
16568,Arkoma,NNP,2
16569,pipelines,NNS,2
16570,priceless,JJ,2
16571,bands,NNS,2
16572,looseleaf,NN,2
16573,cuisine,NN,2
16574,ever-changing,JJ,2
16575,dinners,NNS,2
16576,bovine,JJ,2
16577,scratch,NN,2
16578,Crozier,NNP,2
16579,Virtue,NNP,2
16580,garment,NN,2
16581,UniFirst,NNP,2
16582,arrears,NNS,2
16583,Greenery,NNP,2
16584,Centennial,NNP,2
16585,potted,JJ,2
16586,heralded,VBN,2
16587,behaved,VBD,2
16588,oppression,NN,2
16589,chop,VB,2
16590,dictation,NN,2
16591,vendetta,NN,2
16592,toes,NNS,2
16593,buttons,NNS,2
16594,abused,VBN,4
16595,jurisdictions,NNS,2
16596,corrective,JJ,2
16597,Vt.,NNP,2
16598,stonemason,NN,2
16599,descent,NN,2
16600,150-member,JJ,2
16601,blink,NN,2
16602,bedrock,NN,2
16603,taint,NN,2
16604,Inquiry,NNP,2
16605,investigates,VBZ,2
16606,guts,NNS,2
16607,shelled,VBD,2
16608,allegation,NN,2
16609,biting,VBG,2
16610,coffin,NN,2
16611,sealed,VBN,2
16612,abrasive,JJ,2
16613,sipped,VBD,2
16614,Pontiac,NNP,2
16615,Sunbird,NNP,2
16616,grand-jury,JJ,2
16617,dutifully,RB,2
16618,Bognato,NNP,2
16619,precaution,NN,2
16620,farther,RB,4
16621,extort,VB,2
16622,Citation,NNP,2
16623,resold,VBN,2
16624,cedar,NN,2
16625,Built,VBN,2
16626,sublime,JJ,2
16627,satirical,JJ,2
16628,metaphors,NNS,2
16629,grass-roots,JJ,2
16630,overflowing,VBG,2
16631,Please,VB,4
16632,Gardiner,NNP,2
16633,FINANCIAL,NNP,2
16634,title-insurance,JJ,2
16635,single-B-1,JJ,2
16636,single-B,JJ,2
16637,2008-2009,CD,2
16638,Fitch,NNP,2
16639,JCP,NNP,2
16640,Card,NNP,2
16641,Railway,NNP,2
16642,di,FW,2
16643,Siena,NNP,2
16644,Worcester,NNP,2
16645,liquidating,VBG,2
16646,Grover,NNP,2
16647,pottery,NN,2
16648,dice,NNS,2
16649,outlet,NN,2
16650,pooled,VBN,2
16651,shunned,VBD,2
16652,headway,NN,2
16653,Kato,NNP,2
16654,refinanced,VBN,2
16655,headache,NN,2
16656,academia,NN,2
16657,Georgeson,NNP,2
16658,feuding,VBG,2
16659,overturned,VBD,2
16660,alley,NN,2
16661,uncharacteristically,RB,2
16662,beloved,JJ,2
16663,dismissing,VBG,2
16664,criticize,VBP,4
16665,Officially,RB,2
16666,Secondly,RB,2
16667,philosophies,NNS,2
16668,twisted,JJ,2
16669,moniker,NN,2
16670,cautiousness,NN,2
16671,Yoshio,NNP,2
16672,tallest,JJS,2
16673,breach-of-contract,JJ,2
16674,duplicity,NN,2
16675,Lorimar,NNP,2
16676,Telepictures,NNPS,2
16677,anti-Japanese,JJ,2
16678,baseless,JJ,2
16679,acrimony,NN,2
16680,alongside,IN,2
16681,declarations,NNS,2
16682,sequels,NNS,2
16683,blockbuster,NN,2
16684,hiding,NN,4
16685,Yates,NNP,2
16686,oversaw,VBD,2
16687,mysteriously,RB,2
16688,uncovering,VBG,2
16689,Frequent,JJ,2
16690,Debate,NN,2
16691,scotch,NN,2
16692,drinker,NN,2
16693,Johnnie,NNP,2
16694,soaking,VBG,2
16695,TWA,NNP,2
16696,Milk,NN,2
16697,health-conscious,JJ,2
16698,bucking,VBG,2
16699,Lecheria,NNP,2
16700,tastes,NNS,2
16701,Cosmetics,NNS,2
16702,Swank,NNP,2
16703,stroll,VB,2
16704,jewels,NNS,2
16705,perennial,JJ,2
16706,Renk,NNP,2
16707,motifs,NNS,2
16708,tamer,JJR,2
16709,DESPITE,IN,2
16710,refillable,JJ,2
16711,trade-off,NN,2
16712,brew,NN,4
16713,counterclaims,NNS,2
16714,flaps,NNS,2
16715,slats,NNS,2
16716,takeoff,NN,2
16717,religious,JJ,2
16718,legacy,NN,2
16719,abduction,NN,2
16720,mansion,NN,2
16721,situated,VBN,2
16722,Spanish-language,JJ,2
16723,fund-raisers,NNS,2
16724,pittance,NN,2
16725,westward,RB,2
16726,Bromley,NNP,2
16727,Unificationist,JJ,2
16728,Insiders,NNS,2
16729,concentrates,VBZ,2
16730,Guangdong,NNP,2
16731,Province,NNP,2
16732,Strange,JJ,2
16733,Kirgizia,NNP,2
16734,continent,NN,2
16735,predicament,NN,2
16736,unfit,JJ,2
16737,formulating,VBG,2
16738,Moshe,NNP,2
16739,reactor,NN,2
16740,Tel,NNP,2
16741,Aviv,NNP,2
16742,debt-equity,JJ,2
16743,disbursed,VBN,2
16744,Tracy,NNP,2
16745,Mandela,NNP,2
16746,Lords,NNPS,2
16747,pleadings,NNS,2
16748,fraudulently,RB,2
16749,Marcoses,NNPS,2
16750,affirmation,NN,2
16751,utterances,NNS,2
16752,UNITED,NNP,2
16753,rehearing,NN,2
16754,Liberties,NNP,4
16755,Oberstar,NNP,2
16756,suburbs,NNS,2
16757,badges,NNS,2
16758,sung,VBN,2
16759,Maxima,NNP,2
16760,minicar,NN,2
16761,awry,RB,2
16762,Yutaka,NNP,2
16763,rigidity,NN,2
16764,30-year-old,JJ,2
16765,dashboard,NN,2
16766,speedometer,NN,2
16767,insights,NNS,2
16768,excursions,NNS,2
16769,sideways,RB,2
16770,sporty,JJ,2
16771,styling,NN,2
16772,predecessors,NNS,2
16773,canvas,NN,2
16774,S-Cargo,NNP,2
16775,clocks,NNS,2
16776,depressing,JJ,4
16777,hugely,RB,2
16778,rebate,NN,2
16779,Mignanelli,NNP,2
16780,Sentra,NNP,2
16781,Q45,NNP,2
16782,"49,000",CD,2
16783,Takashi,NNP,2
16784,21st,JJ,2
16785,managerial,JJ,2
16786,transitional,JJ,2
16787,unstoppable,JJ,2
16788,purposely,RB,2
16789,alternating,VBG,2
16790,Mediterranean,NNP,2
16791,seaborne,JJ,2
16792,full-scale,JJ,2
16793,loosely,RB,2
16794,Iceland,NNP,2
16795,get-together,NN,2
16796,Gumbel,NNP,2
16797,Lavoro,NNP,2
16798,outlining,VBG,2
16799,anti-nuclear,JJ,2
16800,dissatisfied,VBN,4
16801,recognizable,JJ,2
16802,Dictionary,NNP,2
16803,riots,NNS,2
16804,disturbances,NNS,2
16805,Rosa,NNP,2
16806,equate,VB,2
16807,intentional,JJ,2
16808,delight,NN,2
16809,bullhorns,NNS,2
16810,militant,JJ,2
16811,superficial,JJ,2
16812,stimuli,NNS,2
16813,fringes,NNS,2
16814,arson,NN,2
16815,looting,NN,2
16816,galvanizing,VBG,2
16817,careless,JJ,2
16818,irreparable,JJ,2
16819,immoral,JJ,2
16820,evaders,NNS,2
16821,spotlight,NN,2
16822,six-cent,JJ,2
16823,sales-tax,NN,2
16824,consumer-products,JJ,4
16825,diapers,NNS,2
16826,Newsprint,NN,2
16827,Rewards,NNS,2
16828,simplify,VB,2
16829,misstatements,NNS,2
16830,faulty,JJ,2
16831,deterrents,NNS,2
16832,spelling,NN,4
16833,Administrators,NNPS,2
16834,patterned,VBN,2
16835,Reps.,NNP,4
16836,timberlands,NNS,2
16837,nondeductible,JJ,2
16838,bred,VBD,4
16839,businesslike,JJ,2
16840,predates,VBZ,2
16841,hackles,NNS,2
16842,Canter,NNP,2
16843,echoing,VBG,2
16844,hallmark,NN,2
16845,intimacy,NN,2
16846,outfit,NN,2
16847,wishing,VBG,2
16848,Lives,NNS,2
16849,towels,NNS,2
16850,laughter,NN,2
16851,tears,NNS,2
16852,Parade,NNP,2
16853,Clients,NNS,2
16854,statesmen,NNS,2
16855,66-year-old,JJ,2
16856,plurality,NN,2
16857,similarities,NNS,2
16858,inefficiency,NN,2
16859,Regardless,RB,2
16860,circumspect,JJ,2
16861,pretend,VB,2
16862,suppose,VBP,2
16863,Vietnamese-backed,JJ,2
16864,bluntly,RB,2
16865,neurosurgeon,NN,2
16866,Clinic,NNP,2
16867,sensory,JJ,2
16868,impulses,NNS,2
16869,thrusting,VBG,2
16870,motor-control,JJ,2
16871,muscles,NNS,2
16872,subjective,JJ,2
16873,limbs,NNS,2
16874,unwieldy,JJ,2
16875,Reginald,NNP,2
16876,magnet,NN,2
16877,stimulation,NN,2
16878,Tator,NNP,2
16879,"12,500",CD,2
16880,legs,NNS,2
16881,exclaims,VBZ,2
16882,SUNY,NNP,2
16883,incoming,JJ,2
16884,neurologists,NNS,2
16885,commercializing,VBG,2
16886,consortia,NN,2
16887,boatload,NN,2
16888,ashore,RB,2
16889,Baja,NNP,2
16890,Ernesto,NNP,2
16891,Mexicans,NNPS,2
16892,vaunted,JJ,2
16893,methodical,JJ,2
16894,urgently,RB,2
16895,Revolutionary,NNP,2
16896,PRI,NNP,2
16897,External,NNP,2
16898,Pressed,VBN,2
16899,Nakamura,NNP,2
16900,maquiladoras,FW,2
16901,Half,NN,2
16902,Lombard,NNP,2
16903,G-7,NNP,2
16904,damping,VBG,2
16905,dollar-yen,JJ,2
16906,Zapfel,NNP,2
16907,description,NN,2
16908,Haussmann,NNP,2
16909,abolition,NN,2
16910,straighten,VB,2
16911,custom-tailored,JJ,2
16912,interestrate,NN,2
16913,2-to-1,JJ,2
