first,second,max_tag,appearances
JJ,operatives,NNS,1
``,outrageous,JJ,1
NNP,operatives,NNS,1
NNS,reluctant,JJ,1
TO,coup,NN,1
VBN,unsuccessfully,RB,1
VB,committee,NN,1
CC,assassinations,NNS,1
RB,spurred,VBN,1
JJR,freedom,NN,1
VBP,hampered,VBN,1
RB,hampered,VBN,1
NNS,Boren,NNP,1
NNP,encouragement,NN,1
IN,anti-American,JJ,1
MD,sour,VB,1
IN,existed,VBD,1
BOS,MUTUAL,JJ,1
NNS,ARRIVED,VBD,1
VBD,IN,IN,1
DT,Roaring,NNP,1
NNP,Twenties,NNP,1
RB,boom,VB,1
VBD,rewrite,VB,1
VB,banking,NN,1
VB,six-figure,JJ,1
DT,now-standard,JJ,1
IN,accident,NN,1
VBD,retiring,VBG,1
DT,backed-up,JJ,1
WRB,Dreyfus,NNP,1
JJ,advertising-backed,JJ,1
JJ,120-day,JJ,1
VBP,fluctuate,VB,1
BOS,Rounding-off,NN,1
VBD,relaxation,NN,1
IN,curbs,NNS,1
-LRB-,there,EX,1
-RRB-,started,VBN,1
NN,tax-exempt,JJ,1
TO,closes,NNS,1
CC,Noxell,NNP,1
IN,Hunt,NNP,1
CD,P&G,NNP,1
RB,markets,VBZ,1
IN,detergents,NNS,1
IN,Messerschmitt-Boelkow-Blohm,NNP,1
",",met,VBD,1
WDT,Daimler-Benz,NNP,1
CC,agreement,NN,1
NN,aparently,RB,1
IN,Hamburg,NNP,1
CC,Bremen,NNP,1
JJR,influence,NN,1
NNP,Airbus,NNP,1
JJR,guarantee,NN,1
IN,MBB,NNP,1
VBN,associate,JJ,1
IN,Seton,NNP,1
BOS,SIERRA,NNP,1
NNP,TUCSON,NNP,1
DT,Tucson,NNP,1
",",operator,NN,1
RB,tamer,JJR,1
TO,MMS,NNP,1
DT,gets,VBZ,1
NNS,excited,JJ,1
DT,fixed-income,NN,1
VBP,mid-October,JJ,1
IN,previous-month,JJ,1
JJR,GNP,NNP,1
DT,leaning,VBG,1
",",weaker,JJR,1
JJR,housing,NN,1
NN,disasters,NNS,1
:,Hurricane,NNP,1
JJ,one-day,JJ,1
",",190-point,JJ,1
PRP$,tacit,JJ,1
VBG,reported,VBN,1
VBP,crumbling,VBG,1
IN,Evans,NNP,1
RB,versa,RB,1
DT,hunk,NN,1
IN,overhang,NN,1
PRP$,regions,NNS,1
NNP,Harriman,NNP,1
VB,loss,NN,1
NNP,Ciminero,NNP,1
IN,Fleet\/Norstar,NNP,1
",",Providence,NNP,1
",",slower,JJR,1
BOS,Sung,NNP,1
CC,reinforces,VBZ,1
NNS,reasearch,NN,1
VBD,Hurrican,NNP,1
NNP,shaved,VBD,1
IN,personal-income,JJ,1
IN,greatly,RB,1
VBN,rental,JJ,1
RP,tomorrow,NN,1
DT,fickle,JJ,1
VBP,wide,JJ,1
BOS,HASTINGS,NNP,1
NNP,MANUFACTURING,NNP,1
DT,11th,JJ,1
VBZ,piston,NN,1
",",filters,NNS,1
CC,fuel,NN,1
NN,pumps,NNS,1
NN,Ron,NNP,1
BOS,I.E.P.,NNP,1
POS,Hong,NNP,1
NNP,Kong-based,JJ,1
-LRB-,Pacific,NNP,1
IN,Vickers,NNP,1
JJS,purchase,NN,1
IN,ranging,VBG,1
``,Ron,NNP,1
DT,Vickers,NNP,1
VBZ,tanks,NNS,1
NNP,army,NN,1
",",Rolls,NNP,1
NNP,Royce,NNP,1
VBZ,marine,JJ,1
WRB,Rune,NNP,1
VB,flagging,JJ,1
JJ,Swedish,JJ,1
PRP,spurned,VBD,1
IN,trendy,JJ,1
RP,telling,VBG,1
PRP$,45-year-old,JJ,1
DT,unfashionable,JJ,1
RB,strengthening,VBG,1
DT,gutsy,JJ,1
BOS,Stroking,VBG,1
JJ,goatee,NN,1
DT,diminutive,JJ,1
JJ,Swede,NN,1
NN,quips,VBZ,1
BOS,Characteristically,RB,1
VBG,started,VBD,1
:,minerals,NNS,1
RB,separately,RB,1
TO,Trelleborg,NNP,1
DT,SKr1.5,NNS,1
NNS,billion,CD,1
JJ,Trelleborg,NNP,1
:,intended,VBN,1
NNP,better,RBR,1
NNS,stabilize,VBP,1
POS,internationally,RB,1
``,Bfree,NNP,1
VBD,SKr29,NNS,1
TO,SKr205,NNS,1
NNS,regained,VBD,1
VBD,SKr20,NNS,1
IN,SKr225,NNS,1
NN,public,NN,1
VB,erase,VB,1
``,conglomerate,JJ,1
RP,Trelleborg,NNP,1
MD,solve,VB,1
NNP,Dunker,NNP,1
NN,bylaws,NNS,1
JJ,entire,NN,1
VBD,crept,VBN,1
NN,steadily,RB,1
POS,shopping,NN,1
RB,outright,JJ,1
BOS,Applying,VBG,1
JJR,stints,NNS,1
IN,appliance,NN,1
NNP,Electrolux,NNP,1
JJ,lieutenants,NNS,1
RB,stripped,VBN,1
RB,dead,JJ,1
CC,got,VBD,1
VBD,Trelleborg,NNP,1
CC,fastest-growing,JJ,1
NNS,multipled,VBD,1
RB,twelvefold,JJ,1
WRB,Ernst,NNP,1
NNP,Herslow,NNP,1
DT,cigar,NN,1
PRP,ideas,NNS,1
PRP$,boldest,JJS,1
VBD,forces,NNS,1
POS,Noranda,NNP,1
",",Falconbridge,NNP,1
DT,conquest,NN,1
IN,Falconbridge,NNP,1
MD,vault,VB,1
DT,world-class,JJ,1
``,Trelleborg,NNP,1
CC,Anglo-American,NNP,1
NNP,Kurtanjek,NNP,1
POS,mining,NN,1
VB,busy,JJ,1
NN,digesting,VBG,1
BOS,Booming,JJ,1
VBP,fueled,VBN,1
VBN,fall,NN,1
BOS,Mining,NN,1
RB,hinge,VB,1
RB,Trelleborg,NNP,1
BOS,Noranda,NNP,1
VBG,Falconbridge,NNP,1
VBP,Noranda,NNP,1
RP,Falconbridge,NNP,1
DT,Swedes,NNS,1
:,relatively,RB,1
RB,inexperienced,JJ,1
JJR,partner,NN,1
CC,Noranda,NNP,1
NNP,break-up,NN,1
BOS,Falconbridge,NNP,1
VB,50-50,CD,1
CD,ownership,NN,1
RB,problems,NNS,1
CC,conflict,NN,1
'',Trelleborg,NNP,1
JJ,renaissance,NN,1
DT,industrialized,JJ,1
IN,infrastructure,NN,1
NNS,Trelleborg,NNP,1
VBN,fiscal,JJ,1
IN,Adobe,NNP,1
",",full-year,JJ,1
",",credited,VBD,1
NNP,SE\/30,NNP,1
CC,IIcx,NNP,1
DT,brightened,VBN,1
WDT,dogged,VBD,1
``,Adverse,JJ,1
VBZ,subsided,VBN,1
NN,perked,VBD,1
",",below,IN,1
JJR,component,NN,1
CC,dynamic,JJ,1
``,another,DT,1
'',along,IN,1
BOS,Polymerix,NNP,1
VBZ,lumber-like,JJ,1
NNP,Schrager,NNP,1
DT,Acrylic,NNP,1
IN,Polycast,NNP,1
NNP,Holewinski,NNP,1
BOS,Terry,NNP,1
VBN,head,NN,1
BOS,Gordon,NNP,1
NNP,Trimmer,NNP,1
IN,manager,NN,1
VBG,filled,VBN,1
DT,Ocean,NNP,1
IN,Burrillville,NNP,1
IN,Ebasco,NNP,1
IN,Enserch,NNP,1
JJ,250-megawatt,JJ,1
POS,Power,NNP,1
NNP,Generation,NNP,1
PRP$,completion,NN,1
CD,priority,JJ,1
``,decontaminated,VBN,1
JJ,allocations,NNS,1
VBZ,EPA,NNP,1
VB,toxic,JJ,1
CD,waste,NN,1
PRP$,Security,NNP,1
CD,security,NN,1
BOS,Purchase,NN,1
VBG,Miami,NNP,1
",",Fort,NNP,1
IN,Chambers,NNS,1
BOS,Basf,NNP,1
DT,Asia\/Australia,JJ,1
TO,Singapore,NNP,1
RB,located,JJ,2
IN,Ludwigshafen,NNP,1
",",Basf,NNP,1
IN,Basf,NNP,1
IN,Imasco,NNP,1
POS,500-store,JJ,1
JJ,Peoples,NNP,1
BOS,Imasco,NNP,1
PRP$,Signal,NNP,1
NNP,stock-quote,JJ,1
TO,Infotechnology,NNP,1
BOS,Signal,NNP,1
IN,specially,RB,1
MD,display,VB,1
VBG,computer,NN,1
UH,submit,VB,1
VBZ,Felipe,NNP,1
PRP,surveys,VBZ,1
NNS,gathered,VBD,2
POS,Asset,NNP,1
VB,equivalent,JJ,1
DT,peso,NN,1
JJ,trustee,NN,1
",",declares,VBZ,1
PRP,mutters,NNS,1
.,Recently,RB,1
JJ,cotton-ginning,JJ,1
NNP,vowed,VBD,1
IN,Ferdinand,NNP,1
RB,unfulfilled,JJ,1
IN,privatizing,VBG,1
VBG,Philippine,NNP,1
NN,Rodolfo,NNP,1
NNP,Romero,NNP,1
VB,critically,RB,1
JJ,agrarian-reform,JJ,1
CC,efforts,NNS,1
",",bureaucratic,JJ,1
NN,misjudgments,NNS,1
VBG,momentum,NN,1
NN,tackles,VBZ,1
DT,axiom,NN,1
NN,happening,VBG,1
NN,chiefly,RB,1
VBG,government-held,JJ,1
VBD,functioning,VBG,1
",",nonperforming,JJ,1
BOS,Dealing,VBG,1
VBZ,hobbled,VBN,1
BOS,Ramon,NNP,1
NN,trustee,NN,1
VBZ,adopting,VBG,1
``,attitude,NN,1
IN,flexibility,NN,1
",",Associated,NNP,1
CD,pesos,NNS,1
",",Leonardo,NNP,1
VBG,Manila,NNP,1
VBD,repurchase,VBN,1
IN,Paper,NNP,1
CC,Picop,NNP,1
JJ,Picop,NNP,1
NNS,fetch,VBP,1
-LRB-,About,RB,1
DT,non-controlling,JJ,1
JJ,reckoning,NN,1
",",needs,VBZ,1
IN,rehabilitation,NN,1
DT,cash-hungry,JJ,1
DT,Elders,NNP,1
WP,changes,NNS,1
IN,short-changing,NN,1
NNP,bidding,NN,1
RB,hinder,VB,1
VB,long-delayed,JJ,1
JJ,trans-Pacific,JJ,1
VBZ,debt-laden,JJ,1
JJ,measuring,NN,1
VBP,Gordon,NNP,1
NNP,Sprenger,NNP,1
IN,LifeSpan,NNP,1
IN,Willmott,NNP,1
VBZ,Harry,NNP,1
NNP,Durney,NNP,1
CC,consultant,NN,1
IN,Steep,NNP,1
CC,Webster,NNP,1
CD,Connecticut,NNP,1
NNS,bank-holding,JJ,1
",",Webster\/Eagle,NNP,1
BOS,Tangible,JJ,1
IN,Bristol,NNP,1
BOS,Webster,NNP,1
PRP$,indicated,VBN,1
NNS,thus,RB,1
NNP,Pascale,NNP,1
BOS,Harold,NNP,1
NNP,Linsley,NNP,1
CC,conservative,JJ,1
BOS,Nonperforming,VBG,1
VBZ,Bristol,NNP,1
IN,Torrington,NNP,1
BOS,Guillermo,NNP,1
CD,Americas,NNP,1
``,Mexico,NNP,1
VBZ,Been,VBN,1
VBN,Bitten,VBN,1
DT,Privatization,NN,1
NN,Bug,NN,1
DT,refreshingly,RB,1
TO,privatization,NN,1
DT,Mexico-United,NNP,1
VBZ,glad,JJ,1
POS,undersecretary,NN,1
DT,statist,JJ,1
MD,caution,VB,1
'',Mexicana,NNP,1
NNP,Aviacion,NNP,1
PRP,contradicts,VBZ,1
RB,retains,VBZ,1
-LRB-,True,JJ,2
VBZ,granted,VBN,1
``,control,NN,1
PRP$,propensity,NN,1
VB,sanguine,JJ,1
NNS,game,NN,1
``,fewer,JJR,1
-LRB-,state,NN,1
-RRB-,currently,RB,1
'',down,RB,1
``,"1,155",CD,1
CD,public,JJ,1
WDT,existed,VBD,1
'',But,CC,1
TO,petroleum,NN,1
PRP$,privatization,NN,1
JJ,Constitution,NNP,1
IN,language,NN,1
WDT,sidesteps,VBZ,1
IN,nonpriority,NN,1
",",modernization,NN,1
MD,embrace,VB,1
``,privatization,NN,1
RB,economic,JJ,1
JJ,succession,NN,1
NNS,arbitrarily,RB,1
VBD,whatever,WDT,1
WDT,industry,NN,1
IN,Mexicana,NNP,1
IN,Aviacion,NNP,1
DT,pluri-party,JJ,1
RB,accountability,NN,1
NNP,Mexico-United,NNP,1
DT,Ponce,NNP,1
BOS,Ponce,NNP,1
IN,rejection,NN,1
VBN,loans,NNS,1
JJS,idea,NN,1
IN,binding,JJ,1
DT,pilot-management,JJ,1
TO,current,JJ,1
VB,minority,NN,1
",",fully,RB,1
MD,stack,VB,1
RP,under,IN,1
VBN,earmarked,VBN,1
IN,cooling-off,JJ,1
JJS,temporarily,RB,1
VBZ,hanging,VBG,1
VBG,blamed,VBN,1
IN,contributing,VBG,1
RB,rejoin,VB,1
IN,crafting,VBG,1
JJ,third-party,JJ,1
RB,arisen,VBN,1
VBZ,obligated,JJ,1
",",Knoxville,NNP,1
NN,targeting,VBG,1
VBG,Hispanic,JJ,1
IN,Hoy,NNP,1
POS,Family,NNP,1
MD,debut,VB,1
JJ,bimonthly,JJ,1
'',includes,VBZ,1
IN,two-minute,JJ,1
JJ,informational,JJ,1
DT,Spanish-language,JJ,1
JJ,Univision,NNP,1
IN,Univision,NNP,1
VBZ,80%-owned,CD,1
IN,Hallmark,NNP,1
``,parenting,NN,1
RB,ad-supported,JJ,1
",",clinics,NNS,1
RB,Hispanic,JJ,1
BOS,WEIRTON,NNP,1
NNP,STEEL,NNP,1
CC,Lazard,NNP,1
IN,Weirton,NNP,1
NNP,Va.,NNP,1
TO,prepay,VB,1
IN,Profit,NNP,1
PRP$,having,VBG,1
",",Lep,NNP,1
VB,acquiring,VBG,1
DT,Profit,NNP,1
VBP,"3,513,072",CD,1
CD,Profit,NNP,1
NNP,Stream,NNP,1
NN,freight,NN,1
NN,forwarding,NN,1
IN,reserve,NN,1
PRP$,gold,NN,1
IN,IMF,NNP,1
PRP$,Consolidated,NNP,1
VB,identify,VB,1
CC,foil,NN,1
PRP$,Hannibal,NNP,1
CC,Jackson,NNP,1
CC,recycles,VBZ,1
IN,Bens,NNP,1
NNP,Run,NNP,1
NNP,Aniskovich,NNP,1
NNP,Rossi,NNP,1
WRB,Union,NNP,1
VBD,"263,684",CD,1
TO,Aug.,NNP,1
VBZ,"6,727,042",CD,1
DT,Evanston,NNP,1
RP,changing,VBG,1
JJR,summary,NN,1
VBD,ruled,VBN,1
NN,catheter,NN,1
NN,SciMed,VBD,1
VBD,manufactures,VBZ,1
NNP,Cardiovascular,NNP,1
NN,remanded,VBD,1
",",SciMed,NNP,1
'',both,DT,1
``,vigorous,JJ,1
POS,patent,NN,1
JJ,counterclaims,NNS,1
WDT,allege,VBP,1
VBP,Lilly,NNP,1
NNP,engaged,VBD,1
JJ,wrongful,JJ,1
DT,REVISED,VBN,1
VBN,BID,NNP,1
NNP,FOR,IN,1
VBG,prepared,VBN,1
VBG,property-loan,JJ,1
BOS,Saatchi,NNP,1
IN,suitors,NNS,1
JJ,struggles,NNS,1
CD,pact,NN,1
VBP,refusing,VBG,1
TO,cede,VB,1
DT,HDTV-screen,JJ,1
VBZ,Texaco,NNP,1
NN,"164,830,000",CD,1
NNS,suspended,VBD,1
WDT,stagnated,VBD,1
POS,posting,VBG,1
VBD,inconsistent,JJ,1
NNP,Eldred,NNP,1
JJ,new-country,JJ,1
",",continue,VB,2
CC,reinstate,VB,1
TO,microcomputer,NN,1
CC,minicomputer,NN,1
JJ,generic,JJ,1
PRP$,Quantum,NNP,1
NNP,Pharmics,NNP,1
IN,Amityville,NNP,1
CD,drug,NN,1
POS,mioxidil,NN,1
",",chlorazepate,NN,1
NN,dipotassium,NN,1
CC,meclofenamate,NN,1
NN,sodium,NN,1
VB,FDA,NNP,1
NN,misrepresented,VBD,1
",",trazadone,NN,1
",",doxepin,NN,1
",",diazepam,NN,1
CC,lorazapam,NN,1
NNP,spokesperson,NN,1
VBD,suspending,VBG,1
POS,generic,JJ,1
DT,exhaustive,JJ,1
VBD,Quantum,NNP,1
POS,ongoing,JJ,1
BOS,Lyondell,NNP,1
JJS,reason,NN,1
CC,expansion,NN,1
DT,olefins,NNS,1
POS,margins,NNS,1
VBD,narrower,JJR,1
VBD,chemical,NN,1
TO,worsen,VB,1
CC,expansions,NNS,1
JJ,Cordis,NNP,1
IN,pacemakers,NNS,1
VBG,conspiracy,NN,1
VB,pacemaker,NN,1
BOS,Jurors,NNP,1
VBD,Harold,NNP,1
NNP,Hershhenson,NNP,1
NNP,Pagones,NNP,1
NNP,Vadas,NNP,1
NNP,Ciporkin,NNP,1
VBN,engineers,NNS,1
IN,Cordis,NNP,1
",",Cordis,NNP,1
TO,felony,NN,1
CC,misdemeanor,NN,1
DT,pacemakers,NNS,1
BOS,Cordis,NNP,1
PRP$,pacemaker,NN,1
TO,Telectronics,NNP,1
VBG,"2,400",CD,1
JJS,employees,NNS,1
VBG,"1,700",CD,1
IN,tenfold,RB,1
JJ,antianemia,JJ,1
DT,Thousand,NNP,1
",",Amgen,NNP,1
$,"320,000",CD,1
IN,sixfold,JJ,1
$,"625,000",CD,1
BOS,LEBANESE,JJ,1
JJ,LAWMAKERS,NNS,1
NNS,APPROVED,VBD,1
CC,Aoun,NNP,1
DT,power-sharing,JJ,1
NN,wad,VB,1
IN,ambiguities,NNS,1
NNP,League-sponsored,JJ,1
",",drafted,VBN,1
JJ,Arabian,JJ,1
IN,Taif,NNP,1
VBZ,Syrian,JJ,1
IN,Moslems,NNS,1
CC,Christians,NNS,1
DT,Parliament,NNP,1
VBZ,demanded,VBN,1
CC,immediate,JJ,1
JJ,pull-out,NN,1
POS,"33,000",CD,1
BOS,NORTHERN,NNP,1
NNP,CALIFORNIA,NNP,1
NNP,BRACED,NNP,1
IN,rescuers,NNS,1
NNS,pressed,VBD,1
VBN,freeway,NN,1
NN,girded,VBD,1
VB,routes,NNS,1
POS,tremor,NN,1
JJ,longshoreman,NN,1
NNS,entombed,VBN,1
DT,Athletics,NNP,1
.,IS,VBZ,1
VBZ,REQUIRED,NNP,1
MD,inform,VB,1
VB,Panama,NNP,1
POS,Noriega,NNP,1
POS,crew,NN,1
WP,stowed,VBD,1
VBD,gear,NN,1
DT,spacecraft,NN,1
POS,steering,NN,1
VBD,unconcerned,JJ,1
DT,Mojave,NNP,1
IN,pledges,NNS,1
JJ,reprisals,NNS,1
",",meeting,VBG,1
RB,dissented,VBD,1
VBD,swift,JJ,1
VB,travel,NN,2
NNP,rulers,NNS,1
VBD,marches,NNS,1
CD,interest-free,JJ,1
DT,Honduran,JJ,1
JJ,jetliner,NN,1
TO,Honduras,NNP,1
",",smashed,VBD,1
DT,hills,NNS,1
IN,Tegucigalpa,NNP,1
CC,Israel,NNP,1
VBD,intense,JJ,1
TO,bridge,VB,1
VBD,flexibility,NN,1
IN,Arab-Israeli,JJ,1
IN,Contra,NNP,1
NNS,ambushed,VBD,1
VBG,troops,NNS,1
DT,soldiers,NNS,1
VBN,Saturday,NNP,1
VB,offensive,JJ,1
",",Immunex,NNP,1
:,Alfred,NNP,1
IN,telephone-access,JJ,1
CC,long-distance,JJ,1
BOS,Telephone-operations,NNS,1
NNS,quarterly,JJ,1
IN,federal-systems,JJ,1
BOS,Customer-access,NN,1
JJR,consolidated,JJ,1
",",Contel,NNP,1
WRB,humor,NN,1
NN,Egon,NNP,1
DT,contradictory,JJ,1
VB,jokes,NNS,1
WP,loves,VBZ,1
VBZ,swapping,VBG,1
JJ,barbs,NNS,1
DT,knee-jerk,JJ,1
JJ,hardliner,NN,1
VB,Erich,NNP,1
POS,ADN,NNP,1
POS,glasnost,NN,1
VBD,overhauling,VBG,1
CC,notoriously,RB,1
WDT,viewers,NNS,1
CC,daily,JJ,1
DT,visible,JJ,1
JJ,injection,NN,1
JJ,shopkeeper,NN,1
VBD,listening,VBG,1
VBG,easing,VBG,1
PRP$,mentor,NN,1
VBG,violent,JJ,1
IN,praising,VBG,1
VBG,tanks,NNS,1
NN,demonstrators,NNS,1
VBZ,Rainer,NNP,1
NNP,Eppelmann,NNP,1
DT,Protestant,JJ,1
JJ,pastor,NN,1
POS,conservative,JJ,1
JJ,vein,NN,1
NN,comrades,NNS,1
WP,tended,VBD,1
TO,lecture,VB,1
IN,socialist,JJ,1
DT,gritty,JJ,1
CC,wander,VB,1
FW,Gorbachev,NNP,1
",",fielding,VBG,1
VBD,fleeing,VBG,1
IN,restrictive,JJ,1
POS,tart,JJ,1
JJ,reply,NN,1
RBR,remarkable,JJ,1
NN,footage,NN,1
NN,impressed,VBD,1
IN,visiting,VBG,1
NNP,congressmen,NNS,1
``,lecture,VB,1
NNP,Ronnie,NNP,1
NNP,Flippo,NNP,1
POS,ready,JJ,1
NNP,needed,VBD,1
PRP$,patron,NN,1
CC,emerged,VBD,1
NN,apparent,JJ,1
IN,Munich,NNP,1
JJ,reformer,JJ,1
NN,Politburo,NNP,1
NNS,escaping,VBG,1
PRP$,deepest,JJS,1
DT,anti-Soviet,JJ,1
DT,honeymoon,NN,1
CC,quick,JJ,1
DT,diplomat,NN,1
PRP$,relative,JJ,1
PRP,project,VB,1
RBR,vibrant,JJ,1
",",contrasting,VBG,1
DT,out-of-touch,JJ,1
``,Either,CC,2
NNP,way,NN,1
NNS,milling,VBG,1
JJ,Berlin,JJ,1
POS,Gethsemane,NNP,1
IN,leaflets,NNS,1
CC,handwritten,JJ,1
VBG,openness,NN,1
NNS,remember,VBP,1
IN,Kurt,NNP,1
NNP,Hager,NNP,1
NN,ideologist,NN,1
VB,Soviet-style,JJ,1
NNP,shopkeeper,NN,1
VBP,laughed,VBD,1
IN,laboratories,NNS,1
VBG,inexplicable,JJ,1
'',experiments,NNS,1
VBZ,slowly,RB,1
VB,plagued,VBN,1
IN,firm,JJ,1
DT,fusing,NN,1
VB,hints,NNS,1
VB,University,NNP,1
NNP,chemists,NNS,1
VBG,hydrogen,NN,1
NN,fusion,NN,1
NN,temperatures,NNS,1
JJS,developments,NNS,1
VBD,presented,VBN,1
DT,Electrochemical,NNP,1
RB,scientific,JJ,1
VB,formal,JJ,1
VBD,stark,JJ,1
DT,"1,300",CD,1
POS,weeklong,NN,1
CD,sat,VBD,1
NN,presentations,NNS,1
CD,scientists,NNS,1
IN,scores,NNS,1
",",crowded,VBD,1
NN,ballroom,NN,1
WP$,Utah,NNP,1
NNP,experiments,NNS,1
NN,uproar,NN,1
FW,hoc,FW,1
FW,expert,NN,1
IN,DOE,NNP,1
VB,cold,JJ,1
JJ,electrolysis-of-water,JJ,1
VBP,encircling,VBG,1
JJ,rod,NN,1
IN,palladium,NN,1
DT,wire,NN,1
CD,electrodes,NNS,1
'',water,NN,1
DT,hydrogen,NN,1
DT,doubly,RB,1
VBD,begin,VB,1
CC,dissociate,VB,1
TO,far,RB,1
DT,apparatus,NN,1
VBD,tritium,NN,1
CC,indications,NNS,1
VBN,measuring,VBG,1
NN,vary,VBP,1
PRP$,skepticism,NN,1
DT,Utah,NNP,1
RB,borrowed,VBD,1
IN,chemists,NNS,1
VBD,fascinating,JJ,1
``,run,NN,1
VBN,rod,NN,1
VBN,briefly,NN,1
VBD,restarted,VBN,1
",",heat,NN,1
IN,dying,VBG,1
RB,erratic,JJ,1
RP,doing,VBG,1
CC,dissociating,VBG,1
IN,totally,RB,1
RB,quieting,VBG,1
RB,accumulated,VBN,1
POS,quiescent,JJ,1
VBG,sporadic,JJ,1
JJ,bursts,NNS,1
NN,lasting,VBG,1
DT,bursts,NNS,1
``,perturbed,VBD,1
CC,lowering,VBG,1
JJ,being,VBG,1
VBG,applied,VBN,1
CC,switching,VBG,1
CD,chemist,NN,1
DT,hinted,VBD,1
``,anomalous,JJ,1
'',chemical,JJ,1
NNS,surround,VBP,1
PRP,involve,VBP,1
VBP,unusually,RB,1
RB,meticulous,JJ,1
DT,input,NN,1
CD,watt,NN,1
VBZ,measured,VBN,1
IN,tenths,NNS,1
VBG,experiment,NN,1
WRB,as,RB,1
DT,electrolytic,JJ,1
JJR,heat,NN,1
DT,identical,JJ,1
VBD,Turgut,NNP,1
NNP,Gur,NNP,1
NNS,scientist,NN,1
NNP,experimental,JJ,1
VB,produced,VBN,1
IN,brief,JJ,1
IN,chemist,NN,1
VBG,bursts,NNS,1
IN,detecting,VBG,1
VBG,increasing,VBG,1
VBG,amounts,NNS,1
NN,forming,VBG,1
``,weak,JJ,1
TO,continuously,RB,1
DT,tritium,NN,1
VB,neutrons,NNS,1
VBD,indirect,JJ,1
RB,conceded,VBD,1
VBD,questionable,JJ,1
IN,Sandia,NNP,1
'',experiment,NN,1
IN,granite,NN,1
IN,cosmic,JJ,1
VBD,neutrons,NNS,1
PRP,detect,VB,1
DT,neutron,NN,1
NN,burst,NN,1
DT,spurious,JJ,1
BOS,Shimson,NNP,1
NNP,Gottesfeld,NNP,1
VBD,researchers,NNS,1
CC,neutron,NN,1
IN,faults,NNS,1
DT,lithium,NN,1
RB,unsuspected,JJ,1
WDT,Messrs.,NNS,1
WDT,take,VBP,1
CC,frequency,NN,1
``,Newsprint,NN,1
CC,postage,NN,1
NNP,Kann,NNP,1
VBN,editorial,JJ,1
NN,lead,VBP,1
",",Midwest,JJ,1
CC,Southwest,NNP,2
IN,localized,VBN,1
NN,editions,NNS,1
JJ,noncontract,JJ,1
JJ,full-page,JJ,1
JJ,advertisement,NN,1
$,"99,385",CD,1
NNP,Journal\/Europe,NNP,1
RB,printed,VBN,1
VBZ,Barron,NNP,1
JJR,semiconductor-depreciation,JJ,1
",",cost,NN,1
TO,fixed-price,JJ,1
POS,defense-electronics,JJ,1
",",hinting,VBG,1
JJ,workforce,NN,1
VBP,near-term,JJ,1
JJ,cost-reduction,JJ,1
DT,Information,NNP,1
BOS,Lynch,NNP,1
PRP$,Lynch,NNP,1
IN,assumption,NN,1
IN,southwest,JJ,1
DT,wireline,JJ,1
VBZ,Lynch,NNP,1
CC,glass-making,NN,1
POS,attempted,VBN,1
VBN,corner,NN,1
RB,haunting,VBG,1
IN,mid-1979,NN,1
NN,depression,NN,1
VBZ,Lesley,NNP,1
IN,Sharps,NNP,1
NNP,Pixley,NNP,1
IN,1979-80,CD,1
VBD,silver,JJ,1
TO,economize,VB,1
BOS,Photographic,JJ,1
VBD,equipment,NN,1
IN,spent,JJ,1
",",negatives,NNS,1
NN,solutions,NNS,1
NNP,photographic,JJ,1
JJ,uncertain,JJ,1
VBP,preferring,VBG,1
``,quality,NN,1
VBN,decline,NN,1
",",precious,JJ,1
JJR,slump,NN,1
``,Bargain,NN,1
NN,amongst,IN,1
TO,mine,PRP,2
BOS,Scrap,NN,1
VBP,converting,VBG,1
JJR,quantities,NNS,1
VBP,discouraging,VBG,1
NNS,Peru,NNP,1
JJ,commemorative,JJ,1
JJ,coin,NN,1
",",world,NN,1
NN,silver,NN,1
CC,consumption,NN,1
IN,intermittent,JJ,1
",",improvements,NNS,1
NN,stockpile,NN,1
",",consuming,NN,1
VBZ,Shearson,NNP,1
",",de-stocking,NN,1
IN,fabricators,NNS,1
IN,disenchanted,JJ,1
VBZ,Rhona,NNP,1
",",London-based,JJ,1
JJ,precious,JJ,1
``,Silver,JJ,1
DT,inexorable,JJ,1
NNS,hoard,VBP,1
VBP,underpin,VB,1
JJR,partial,JJ,1
VBZ,Urs,NNP,1
NNP,Seiler,NNP,1
MD,rally,VB,1
BOS,Livestock,NN,1
CC,Meats,NNS,1
NNS,futures,NNS,1
NN,quarterly,JJ,1
JJ,census,NN,1
VBD,fewer-than-expected,JJ,1
JJS,ranch,NN,1
CD,cattle,NNS,1
BOS,Feedlots,NNS,1
NNS,fatten,VBP,1
IN,slaughter,NN,1
DT,tightening,VBG,1
IN,placements,NNS,1
TO,feedlot,NN,1
DT,pasture,NN,1
PRP$,ranches,NNS,1
IN,fattening,NN,1
IN,feedlot,NN,1
IN,fattened,VBN,1
VBN,cattle,NNS,1
NNS,slaughtered,VBN,1
POS,44-cent-a-barrel,JJ,1
DT,expiring,VBG,1
VBG,November,NNP,1
TO,technical,JJ,1
BOS,Barring,VBG,1
NN,events,NNS,1
RB,test,VB,1
VB,recent,JJ,1
",",rank-and-file,JJ,1
NNS,ratified,VBD,1
VBN,bankrupt,JJ,1
",",accepted,VBD,1
DT,"3,800-man",JJ,1
``,curb,NN,1
'',session,NN,1
JJ,forward,JJ,1
