type,token,index,frequency
word,Cannes,19213,2
word,prize,19214,4
word,festival,19215,5
word,Toshiki,19216,2
word,Kaifu,19217,2
word,Drugs,19218,4
word,Madrid,19219,5
word,railroads,19220,4
word,Mahmoud,19221,2
word,Vaezi,19222,3
word,Toto,19223,3
word,ceramics,19224,3
word,Castaneda,19225,2
word,recoverable,19226,2
word,machetes,19227,2
word,Pakistani,19228,2
word,Gumucio,19229,2
word,Luber,19230,2
word,low-end,19231,3
word,Convex,19232,8
word,unfavorable,19233,8
word,Lothson,19234,3
word,stapling,19235,2
word,credit-worthiness,19236,2
word,inspectors,19237,7
word,credit-reporting,19238,2
word,Falco,19239,2
word,above-average,19240,2
word,Philo,19241,2
word,Insider,19242,2
word,Spokane,19243,2
word,precious-metals,19244,4
word,"4,500",19245,2
word,Dominick,19246,2
word,Darwin,19247,2
word,primordial,19248,2
word,Shale,19249,5
word,anatomical,19250,2
word,riches,19251,2
word,Darwinian,19252,2
word,hidebound,19253,2
word,reconstructed,19254,2
word,Whittington,19255,5
word,planet,19256,7
word,fantastic,19257,2
word,upheavals,19258,3
word,triumphed,19259,2
word,cosmic,19260,4
word,ooze,19261,2
word,wonderful,19262,6
word,clarification,19263,3
word,determines,19264,3
word,ruin,19265,2
word,easiest,19266,2
word,one-penny,19267,2
word,Gann,19268,2
word,Cindy,19269,2
word,Proposition,19270,3
word,Cypress,19271,9
word,immunities,19272,2
word,fiveyear,19273,2
word,Broward,19274,3
word,lien,19275,3
word,1990-2002,19276,2
word,Parkways,19277,2
word,parkway,19278,2
word,Signal,19279,6
word,Sapporo,19280,2
word,Wallop,19281,2
word,Uncle,19282,3
word,fantasize,19283,2
word,banished,19284,2
word,meddling,19285,3
word,Sidney,19286,2
word,Dooling,19287,3
word,codes,19288,7
word,Taxi,19289,2
word,complying,19290,2
word,Complying,19291,2
word,Impco,19292,2
word,Gebhard,19293,2
word,RULES,19294,2
word,withholding,19295,4
word,nettlesome,19296,3
word,manuals,19297,2
word,re-evaluate,19298,3
word,Fixx,19299,2
word,profit-sharing,19300,2
word,exhaustive,19301,2
word,Tong,19302,2
word,Bogart,19303,15
word,theatrical,19304,5
word,tear,19305,2
word,hosting,19306,2
word,bastion,19307,2
word,Brecht,19308,2
word,Summerfolk,19309,3
word,mettle,19310,2
word,Brechtian,19311,2
word,rigor,19312,2
word,Cherry,19313,4
word,stylistic,19314,2
word,dangling,19315,3
word,populating,19316,2
word,Victoria,19317,2
word,self-conscious,19318,2
word,Helpern,19319,2
word,manipulative,19320,3
word,Shea,19321,6
word,idealistic,19322,2
word,tirelessly,19323,2
word,unsuspected,19324,2
word,Olga,19325,2
word,licking,19326,2
word,ONCE,19327,2
word,ESB,19328,9
word,Inco,19329,14
word,Hostile,19330,2
word,lexicon,19331,2
word,gritty,19332,2
word,HomeFed,19333,14
word,non-performing,19334,2
word,repossessed,19335,3
word,malls,19336,2
word,blips,19337,2
word,threemonth,19338,2
word,Cadbury,19339,3
word,Schweppes,19340,3
word,Pepsi,19341,3
word,Lowell,19342,4
word,Murata,19343,4
word,yelling,19344,2
word,Islander,19345,2
word,"200,000-share",19346,2
word,million-share,19347,2
word,grinding,19348,2
word,loosening,19349,2
word,well-being,19350,3
word,Vickers,19351,6
word,Catherall,19352,3
word,racehorses,19353,3
word,Breeders,19354,2
word,insulated,19355,3
word,Pons,19356,6
word,breeder,19357,2
word,breeders,19358,2
word,Hulings,19359,3
word,waving,19360,3
word,stomach,19361,2
word,Spendthrift,19362,3
word,racehorse,19363,4
word,pedestrian,19364,2
word,thoroughbreds,19365,2
word,beasts,19366,2
word,sobering,19367,2
word,reputable,19368,7
word,Waterbury,19369,3
word,Combustion,19370,6
word,Industrie,19371,2
word,GEC,19372,2
word,Alsthom,19373,2
word,Bebear,19374,6
word,Axa-Midi,19375,4
word,Assurances,19376,6
word,Denlea,19377,2
word,Axa,19378,8
word,Hearings,19379,2
word,new-found,19380,2
word,Yamatake-Honeywell,19381,2
word,LIMITED,19382,2
word,LDC,19383,2
word,overcharge,19384,2
word,maneuvering,19385,3
word,memos,19386,2
word,defraud,19387,5
word,logistics,19388,4
word,Orr,19389,5
word,curry,19390,2
word,cabinets,19391,2
word,Subsequent,19392,2
word,wrongful,19393,2
word,Solar,19394,7
word,Cyanamid,19395,4
word,Hemming,19396,2
word,Pearl,19397,2
word,programmed,19398,3
word,Photo,19399,2
word,"4,830",19400,2
word,Steinkuehler,19401,2
word,Directors,19402,2
word,Den,19403,2
word,Norske,19404,2
word,Scandinavia,19405,3
word,discriminating,19406,3
word,applicants,19407,7
word,anti-discrimination,19408,2
word,Grohl,19409,2
word,Fiechter,19410,2
word,Riegle,19411,4
word,punished,19412,2
word,testers,19413,3
word,Networks,19414,2
word,cable-TV,19415,5
word,Box,19416,2
word,pay-TV,19417,2
word,plotting,19418,2
word,characterize,19419,2
word,anti-competitive,19420,2
word,Imo,19421,6
word,legality,19422,2
word,Garland,19423,2
word,Lawrenceville,19424,2
word,worse-than-expected,19425,2
word,invincible,19426,2
word,frequent-flier,19427,3
word,contrasted,19428,2
word,Piedmont,19429,2
word,Colodny,19430,3
word,Chex,19431,2
word,Mix,19432,2
word,bulbs,19433,3
word,Snoopy,19434,2
word,syndicator,19435,3
word,Schulz,19436,2
word,bonanza,19437,2
word,tie-ins,19438,2
word,Peanuts,19439,3
word,magical,19440,2
word,Valentine,19441,3
word,arena,19442,8
word,specials,19443,3
word,Berry,19444,8
word,FCB\/Leber,19445,4
word,media-buying,19446,3
word,Foote,19447,2
word,Cone,19448,2
word,Belding,19449,2
word,Paxus,19450,5
word,cash-strapped,19451,4
word,sustainable,19452,3
word,embarked,19453,2
word,"75,000",19454,6
word,Krampe,19455,2
word,Apogee,19456,4
word,10:40,19457,2
word,a.m,19458,21
word,stung,19459,2
word,incompetence,19460,5
word,recapitalizations,19461,2
word,Roach,19462,2
word,machinist,19463,3
word,Mirror,19464,2
word,Stronger,19465,2
word,guarded,19466,2
word,Kaiser,19467,9
word,Betty,19468,3
word,Raptopoulos,19469,4
word,Threlkeld,19470,5
word,buttressed,19471,2
word,"1,040",19472,2
word,Hafer,19473,2
word,Lakeland,19474,3
word,Buddy,19475,6
word,videotape,19476,3
word,piling,19477,2
word,ace,19478,2
word,Prudential,19479,16
word,junk-holders,19480,7
word,Storer,19481,8
word,Vail,19482,4
word,wiping,19483,3
word,reschedule,19484,2
word,con,19485,5
word,carrot,19486,2
word,Seaman,19487,2
word,Rubbermaid,19488,10
word,insulating,19489,2
word,"237,960,000",19490,2
word,post-1987,19491,2
word,crushing,19492,2
word,MMI,19493,4
word,routed,19494,2
word,Lew,19495,3
word,Midway,19496,2
word,Asarco,19497,8
word,Amax,19498,2
word,Aluminium,19499,2
word,H.F.,19500,6
word,Ahmanson,19501,6
word,Microwave,19502,2
word,Vista,19503,5
word,Freight,19504,3
word,Harland,19505,2
word,Ludcke,19506,3
word,Kay,19507,3
word,pared,19508,2
word,Adding,19509,2
word,Sluggish,19510,2
word,hampering,19511,2
word,Refcorp,19512,7
word,17\/32,19513,5
word,Municipals,19514,5
word,auto-loan,19515,2
word,pass-through,19516,2
word,15\/32,19517,2
word,6\/32,19518,4
word,BSB,19519,4
word,Staar,19520,3
word,Waggoner,19521,4
word,allegiance,19522,3
word,evangelist,19523,2
word,Shiite,19524,2
word,comrades,19525,2
word,blasts,19526,2
word,STOCK,19527,2
word,derail,19528,2
word,Durable,19529,2
word,buyback,19530,2
word,mouse,19531,6
word,hemoglobin,19532,3
word,washed,19533,3
word,progressed,19534,2
word,microscopic,19535,3
word,yeast,19536,8
word,edible,19537,3
word,persisted,19538,2
word,apparatus,19539,5
word,intermittent,19540,2
word,arteries,19541,6
word,artery,19542,8
word,catheter,19543,4
word,detectable,19544,2
word,flashing,19545,3
word,hydrogen,19546,5
word,stop-motion,19547,2
word,experimented,19548,2
word,schizophrenic,19549,2
word,defrauded,19550,3
word,cheated,19551,2
word,misrepresenting,19552,2
word,Relocation,19553,2
word,appraisals,19554,3
word,misrepresentation,19555,2
word,presently,19556,2
word,clamp,19557,2
word,Underwriting,19558,2
word,"31,329",19559,2
word,mandating,19560,3
word,Cullinet,19561,3
word,View,19562,11
word,magnate,19563,3
word,resurrect,19564,2
word,achievements,19565,2
word,gum,19566,7
word,hurling,19567,2
word,sharpen,19568,2
word,entombed,19569,2
word,tomb,19570,2
word,granite,19571,5
word,Irish,19572,4
word,Euro,19573,5
word,Disneyland,19574,3
word,100-Share,19575,2
word,hyping,19576,2
word,denominated,19577,2
word,L.L.,19578,3
word,shareholding,19579,3
word,convene,19580,3
word,executive-model,19581,2
word,fallback,19582,2
word,German-built,19583,2
word,Merkur,19584,19
word,Scorpio,19585,7
word,cachet,19586,3
word,less-profitable,19587,3
word,Profits,19588,8
word,Lodge,19589,2
word,Salvagni,19590,2
word,Halsey,19591,3
word,Koenig,19592,5
word,Gruntal,19593,3
word,Birtcher,19594,3
word,C.R.,19595,2
word,Bard,19596,3
word,Bard\/EMS,19597,2
word,Wachovia,19598,7
word,McNair,19599,2
word,calculation,19600,4
word,collagen,19601,2
word,corneal,19602,2
word,Mallinckrodt,19603,2
word,Bechtel,19604,4
word,antibody,19605,9
word,AIDS-infected,19606,2
word,Nagoya,19607,2
word,Yonehara,19608,4
word,antigen,19609,2
word,Kobayashi,19610,2
word,Kitamura,19611,3
word,Retrovir,19612,2
word,drug-industry,19613,2
word,Nuveen,19614,3
word,Performance,19615,2
word,Clothing,19616,2
word,flopped,19617,4
word,KLM,19618,2
word,Colin,19619,2
word,slice,19620,3
word,evaluations,19621,3
word,COMPANIES,19622,3
word,competent,19623,6
word,EXECUTIVES,19624,2
word,unwillingness,19625,3
word,Triad,19626,3
word,Kohl,19627,7
word,sergeant,19628,2
word,Election,19629,3
word,roamed,19630,2
word,immigrants,19631,3
word,swimmer,19632,2
word,flee,19633,2
word,Ing,19634,3
word,Olivetti,19635,18
word,OCN-PPL,19636,2
word,drift-net,19637,2
word,Sochaux,19638,2
word,eastern,19639,6
word,interstates,19640,4
word,fatality,19641,3
word,NHTSA,19642,2
word,ketchup,19643,4
word,distortions,19644,2
word,swipe,19645,2
word,wed,19646,2
word,Conasupo,19647,6
word,Ovalle,19648,2
word,Fernandez,19649,6
word,outbreaks,19650,2
word,canned,19651,3
word,contamination,19652,4
word,detaining,19653,2
word,cans,19654,8
word,Edmond,19655,2
word,MPD,19656,2
word,hindered,19657,3
word,Aztar,19658,4
word,dispelled,19659,2
word,lethargic,19660,2
word,unease,19661,2
word,depresses,19662,2
word,probability,19663,5
word,"1,012",19664,2
word,door-to-door,19665,3
word,"2,064",19666,2
word,"2,002",19667,2
word,Responses,19668,2
word,pollsters,19669,2
word,Choice,19670,2
word,Crandall,19671,4
word,Braniff,19672,3
word,MBA,19673,2
word,Homes,19674,5
word,inserts,19675,2
word,specially,19676,5
word,free-standing,19677,2
word,Digest,19678,6
word,Grey,19679,5
word,multimedia,19680,2
word,advertiser,19681,2
word,Help,19682,2
word,Firm,19683,2
word,traps,19684,3
word,LaBonte,19685,4
word,Goldston,19686,2
word,spiraling,19687,2
word,stopping,19688,4
word,Kids,19689,4
word,Kummerfeld,19690,2
word,stagnant,19691,4
word,Drake,19692,2
word,Lipstein,19693,4
word,Reader,19694,3
word,Ritterman,19695,3
word,Soap,19696,2
word,L,19697,4
word,LJN,19698,2
word,toys,19699,6
word,Michele,19700,2
word,Sindona,19701,4
word,Included,19702,3
word,faked,19703,2
word,magistrates,19704,2
word,erratically,19705,2
word,Vinson,19706,8
word,Litigation,19707,19
word,jurors,19708,20
word,psychologists,19709,2
word,sociologists,19710,2
word,artists,19711,10
word,mock,19712,2
word,craving,19713,2
word,Largely,19714,2
word,sprung,19715,3
word,juror,19716,2
word,Zoeller,19717,2
word,rationally,19718,2
word,pricey,19719,4
word,Etzioni,19720,3
word,Harrisburg,19721,3
word,deadlocked,19722,3
word,acquit,19723,2
word,Boies,19724,5
word,accordingly,19725,2
word,dancer,19726,2
word,Changing,19727,2
word,personal-injury,19728,6
word,focal,19729,2
word,origin,19730,2
word,tick,19731,3
word,Ostrager,19732,2
word,inappropriately,19733,2
word,exclusions,19734,2
word,personalities,19735,3
word,voir,19736,2
word,motion-picture,19737,5
word,refrigerators,19738,5
word,solvents,19739,3
word,World-wide,19740,2
word,Freon,19741,2
word,refrigeration,19742,2
word,polyurethane,19743,3
word,pillows,19744,2
word,coolants,19745,2
word,substitutes,19746,5
word,interfering,19747,2
word,molecules,19748,2
word,nontoxic,19749,2
word,withdrawing,19750,2
word,mailings,19751,2
word,air-conditioned,19752,3
word,parental-leave,19753,2
word,avalanche,19754,2
word,IN,19755,5
word,CALIFORNIA,19756,2
word,stirs,19757,2
word,pre-register,19758,2
word,pre-registered,19759,2
word,Rudnick,19760,3
word,subways,19761,2
word,freeways,19762,2
word,better-than-average,19763,2
word,severed,19764,2
word,ramps,19765,3
word,subway,19766,3
word,back-ups,19767,2
word,Marilyn,19768,3
word,Gate,19769,9
word,connects,19770,4
word,Marin,19771,4
word,absenteeism,19772,3
word,peninsula,19773,2
word,flextime,19774,4
word,opt,19775,2
word,on-site,19776,3
word,lengths,19777,2
word,Kasparov,19778,17
word,chess,19779,3
word,maneuvered,19780,2
word,ferociously,19781,2
word,D.T.,19782,16
word,Pennsylvania-based,19783,2
word,notorious,19784,6
word,Byrne,19785,5
word,Feng-hsiung,19786,2
word,Hsu,19787,2
word,flair,19788,3
word,pawn,19789,8
word,bishop,19790,3
word,kingside,19791,2
word,blundered,19792,2
word,spectator,19793,2
word,Blumenfeld,19794,13
word,dentist,19795,2
word,tip-off,19796,2
word,Especially,19797,3
word,Markese,19798,4
word,premium-brand,19799,2
word,brandy,19800,3
word,snubbing,19801,2
word,bourbon,19802,14
word,Spirits,19803,3
word,Beverage,19804,2
word,Schenley,19805,2
word,whiskey,19806,6
word,Jobson,19807,2
word,Alcohol,19808,2
word,rum,19809,3
word,wineries,19810,2
word,Brown-Forman,19811,5
word,folklore,19812,3
word,Suntory,19813,3
word,Bourbon,19814,2
word,Beam,19815,5
word,distiller,19816,2
word,Kirin,19817,3
word,Cities,19818,6
word,year-before,19819,3
word,Nortek,19820,2
word,paneling,19821,2
word,silence,19822,2
word,unnecessarily,19823,2
word,company-operated,19824,4
word,franchised,19825,3
word,Steppel,19826,2
word,systemwide,19827,2
word,Hansen,19828,2
word,unofficially,19829,3
word,Uphoff,19830,2
word,Garratt,19831,7
word,Jerell,19832,5
word,Hardis,19833,2
word,Sheridan,19834,2
word,transmissions,19835,3
word,Humphrey,19836,2
word,ecological,19837,5
word,oxide,19838,2
word,soot,19839,2
word,Stalinist,19840,5
word,transferable,19841,3
word,Privatization,19842,4
word,skyrocketing,19843,3
word,reversible,19844,2
word,hard-currency,19845,2
word,cling,19846,2
word,drummer,19847,2
word,antiquated,19848,2
word,computer-related,19849,2
word,Howley,19850,2
word,Smurfit,19851,5
word,SIBV-MS,19852,4
word,Weisberg,19853,2
word,Nellcor,19854,2
word,BizMart,19855,2
word,growth-stock,19856,4
word,Payco,19857,2
word,Boxes,19858,2
word,Etc.,19859,2
word,Legent,19860,6
word,cherished,19861,2
word,underestimated,19862,4
word,Progressive,19863,2
word,pap,19864,2
word,conscientious,19865,4
word,mute,19866,2
word,20-year-old,19867,2
word,mastered,19868,2
word,gifted,19869,2
word,grounding,19870,3
word,undemocratic,19871,5
word,textbooks,19872,2
word,subtract,19873,3
word,Kristol,19874,2
word,internally,19875,2
word,Figures,19876,3
word,Harken,19877,4
word,Tesoro,19878,6
word,35-year-old,19879,2
word,sludge,19880,2
word,Eagle,19881,25
word,Biny,19882,3
word,downsizing,19883,2
word,Ely,19884,2
word,Alexandria,19885,4
word,conservatorship,19886,5
word,Thrifts,19887,2
word,inflow,19888,4
word,Deposits,19889,3
word,deliberate,19890,2
word,Living,19891,2
word,glycols,19892,3
word,electrodes,19893,3
word,urethane,19894,2
word,polyols,19895,2
word,shampoo,19896,3
word,commonwealth,19897,2
word,securities-law,19898,2
word,felon,19899,2
word,penny-stock,19900,3
word,revoked,19901,5
word,individual-investor,19902,2
word,forma,19903,4
word,box-office,19904,2
word,fund-raiser,19905,3
word,Oversight,19906,2
word,appointee,19907,2
word,Task,19908,7
word,McElroy,19909,2
word,Sovran,19910,3
word,debt-rating,19911,2
word,adequacy,19912,2
word,fountain,19913,2
word,waiters,19914,2
word,trappings,19915,3
word,glorious,19916,3
word,disgruntled,19917,5
word,Nutting,19918,2
word,royal,19919,2
word,Chatset,19920,2
word,peril,19921,2
word,Atkins,19922,3
word,now-standard,19923,2
word,industry-specific,19924,2
word,intermediaries,19925,2
word,watershed,19926,2
word,Things,19927,5
word,4:30,19928,2
word,benches,19929,2
word,clutching,19930,2
word,unprofessional,19931,2
word,Wetherell,19932,2
word,incompetent,19933,5
word,embrace,19934,2
word,reckons,19935,5
word,Masahiro,19936,2
word,fickle,19937,2
word,well-entrenched,19938,2
word,Yoneyama,19939,2
word,Upon,19940,3
word,ore,19941,2
word,quashed,19942,4
word,5:09,19943,2
word,five-hour,19944,3
word,normalcy,19945,4
word,constructive,19946,2
word,teamed,19947,2
word,Pope,19948,3
word,turnabout,19949,2
word,buzzwords,19950,2
word,Naturally,19951,3
word,commanders,19952,2
word,plotters,19953,2
word,paralysis,19954,2
word,Stoltz,19955,2
word,Walsh,19956,2
word,Ollie,19957,2
word,rescinding,19958,2
word,exploding,19959,2
word,squadron,19960,2
word,Prop.,19961,2
word,Ship,19962,6
word,Bartlesville,19963,2
word,corridor,19964,3
word,firefighters,19965,3
word,fireball,19966,2
word,boiler,19967,10
word,Brotherhood,19968,3
word,Teamsters,19969,5
word,Lombardo,19970,3
word,permanently,19971,4
word,Ashland,19972,16
word,Amerada,19973,4
word,blackened,19974,2
word,spilled,19975,4
word,underwater,19976,2
word,reef,19977,2
word,refiner,19978,3
word,Lyondell,19979,7
word,Coal,19980,3
word,at-market,19981,2
word,Agricole,19982,8
word,Downey,19983,6
word,nightly,19984,3
word,CNBC,19985,3
word,Eskridge,19986,2
word,Mort,19987,4
word,mesh,19988,2
word,shout,19989,2
word,fluctuate,19990,3
word,Recession,19991,2
word,loads,19992,4
word,Kerschner,19993,3
word,Sara,19994,3
word,stub,19995,2
word,debt-laden,19996,4
word,underperform,19997,2
word,MeraBank,19998,9
word,Growing,19999,2
word,nicknames,20000,3
word,superintendents,20001,3
word,Kimbrough,20002,4
word,rationalizations,20003,2
word,overboard,20004,2
word,loves,20005,3
word,withstood,20006,3
word,quo,20007,3
word,dropout,20008,2
word,Chicagoans,20009,2
word,periphery,20010,2
word,big-city,20011,2
word,Goodson,20012,21
word,thirty,20013,2
word,Safra,20014,3
word,Sorrell,20015,8
word,Brody,20016,5
word,Scali,20017,2
word,Sloves,20018,2
word,Sutherland,20019,2
word,contender,20020,4
word,terrific,20021,4
word,Mattel,20022,8
word,Segundo,20023,4
word,COKE,20024,2
word,diet,20025,4
word,Treasure,20026,3
word,Hogan,20027,3
word,low-budget,20028,2
word,Suez,20029,7
word,Victoire,20030,2
word,Belgique,20031,3
word,Francois-Poncet,20032,3
word,Payment,20033,2
word,notoriously,20034,2
word,bailed,20035,2
word,Savaiko,20036,8
word,Platinum,20037,2
word,palladium,20038,10
word,catalytic,20039,2
word,converters,20040,3
word,Supporting,20041,2
word,Developing,20042,2
word,stepped-up,20043,3
word,Ikegai,20044,2
word,Ikegai-Goss,20045,3
word,28\/32,20046,2
word,coupon-equivalent,20047,2
word,Investment-grade,20048,3
word,corporates,20049,2
word,overhanging,20050,2
word,alleviating,20051,2
word,croaker,20052,2
word,blond,20053,2
word,A&M,20054,3
word,curve,20055,7
word,plentiful,20056,3
word,pilings,20057,2
word,herons,20058,2
word,wag,20059,2
word,dense,20060,2
word,armadillos,20061,2
word,glamour,20062,4
word,Tivoli,20063,2
word,AEG,20064,3
word,Dana,20065,4
word,Furuta,20066,2
word,Josephine,20067,4
word,complication,20068,2
word,Princess,20069,2
word,Jazz,20070,3
word,Cleopatra,20071,4
word,all-white,20072,3
word,overemphasize,20073,2
word,widest,20074,2
word,Casablanca,20075,4
word,gay,20076,3
word,Cape,20077,2
word,Hemingway,20078,2
word,fiberglass,20079,3
word,liquefy,20080,2
word,pondering,20081,2
word,construction-related,20082,2
word,1-to-1,20083,2
word,prowl,20084,2
word,shopper,20085,2
word,Kleinaitis,20086,2
word,Emerson,20087,5
word,Bosch,20088,3
word,Spokesmen,20089,3
word,Louis-based,20090,3
word,Roulac,20091,3
word,spun-off,20092,2
word,JMB,20093,2
word,Bilzerian,20094,3
word,previews,20095,2
word,mistrial,20096,2
word,Heyman,20097,2
word,Pretl,20098,2
word,JURY,20099,2
word,Donohoo,20100,4
word,LAWYERS,20101,2
word,Bundy,20102,2
word,murderer,20103,3
word,Dali,20104,4
word,lithographs,20105,2
word,Gallery,20106,2
word,high-pressure,20107,2
word,"1,300",20108,3
word,misrepresentations,20109,4
word,Westamerica,20110,5
word,Payne,20111,3
word,Varian,20112,3
word,Integrated,20113,18
word,Krat,20114,3
word,Pedroli,20115,2
word,fast-paced,20116,3
word,Hiroyuki,20117,2
word,Wada,20118,2
word,Aoki,20119,2
word,Fujisawa,20120,4
word,Lucas,20121,2
word,Landesbank,20122,2
word,Girozentrale,20123,2
word,Enviropact,20124,5
word,GSX,20125,4
word,less-developed,20126,5
word,Beddall,20127,2
word,Clairol,20128,2
word,Guadalajara,20129,4
word,Cummins,20130,2
word,third-period,20131,2
word,counterclaim,20132,3
word,Anchorage,20133,2
word,reimbursement,20134,2
word,spraying,20135,2
word,dispersant,20136,4
word,dispersants,20137,3
word,slick,20138,4
word,Meson,20139,3
word,Verit,20140,4
word,expedite,20141,4
word,Vic,20142,3
word,Fazio,20143,8
word,appreciates,20144,2
word,Kurzweil,20145,5
word,Amtech,20146,3
word,LDI,20147,4
word,dismantled,20148,3
word,Atlantis,20149,8
word,Galileo,20150,16
word,astronauts,20151,3
word,conferring,20152,2
word,dictators,20153,4
word,convenes,20154,2
word,clarifications,20155,2
word,49-nation,20156,2
word,Farooquee,20157,2
word,Belo,20158,3
word,Aid,20159,4
word,guaranteeing,20160,5
word,auxiliary,20161,3
word,gray-market,20162,3
word,Va.-based,20163,3
word,Archive,20164,2
word,reseller,20165,4
word,Detrex,20166,6
word,Southfield,20167,2
word,Ashtabula,20168,2
word,Remaining,20169,2
word,guideline,20170,6
word,formality,20171,2
word,subvert,20172,2
word,primed,20173,2
word,self-proclaimed,20174,2
word,glimpse,20175,2
word,Garn,20176,2
word,reconfirmation,20177,2
word,Leach,20178,3
word,Volokh,20179,17
word,Movieline,20180,5
word,bookstores,20181,2
word,Chanel,20182,2
word,darling,20183,4
word,Polaroid,20184,4
word,persona,20185,2
word,dresses,20186,2
word,definite,20187,2
word,tongue-in-cheek,20188,2
word,prefers,20189,5
word,dome,20190,2
word,Volokhs,20191,3
word,Boris,20192,2
word,Krutchensky,20193,2
word,Laurie,20194,2
word,blini,20195,2
word,recipe,20196,3
word,unimportant,20197,2
word,translator,20198,2
word,miserable,20199,3
word,visa,20200,3
word,demoted,20201,2
word,poetry,20202,2
word,Vesoft,20203,2
word,Forrester,20204,4
word,flocking,20205,2
word,stymied,20206,3
word,inexperienced,20207,3
word,unpredictable,20208,5
word,Giffen,20209,3
word,toothpaste,20210,5
word,booth,20211,4
word,filtering,20212,3
word,detergents,20213,2
word,porcelain,20214,2
word,Abbott,20215,3
word,Nuovo,20216,10
word,Ambrosiano,20217,6
word,"5,500",20218,3
word,Generali,20219,4
word,Gemina,20220,3
word,Roberto,20221,2
word,Calvi,20222,2
word,Queensland,20223,2
word,Ramtron,20224,2
word,ferroelectric,20225,5
word,hard-disk,20226,8
word,Krysalis,20227,2
word,depositions,20228,4
word,sore,20229,2
word,COMPUTER,20230,2
word,simulate,20231,2
word,Telzrow,20232,2
word,Deltec,20233,5
word,Minella,20234,2
word,Strasser,20235,2
word,Asquith,20236,3
word,correlation,20237,2
word,Southmark,20238,5
word,Boehm,20239,3
word,Sarah,20240,2
word,companions,20241,2
word,Revson,20242,4
word,name-droppers,20243,3
word,Name-dropping,20244,2
word,Freudenberger,20245,2
word,avenue,20246,2
word,affiliation,20247,2
word,Liza,20248,3
word,Hello,20249,2
word,Beauregard,20250,4
word,Houston-Montgomery,20251,3
word,Warhol,20252,2
word,name-dropping,20253,4
word,Roll,20254,2
word,Erie,20255,3
word,comedian,20256,2
word,Rambo,20257,3
word,Flynn,20258,3
word,Kessler,20259,2
word,Thal,20260,3
word,Churchill,20261,4
word,Getty,20262,2
word,billionnaire,20263,2
word,Cobb,20264,4
word,Parkway,20265,4
word,Chicken,20266,3
word,nameplates,20267,2
word,marque,20268,2
word,McGrath,20269,2
word,Barabba,20270,2
word,Page,20271,2
word,zeroing,20272,2
word,grandkids,20273,2
word,conceived,20274,2
word,Isuzu,20275,2
word,Geo,20276,2
word,touring,20277,2
word,generalize,20278,2
word,Negas,20279,2
word,Voyles,20280,2
word,long-held,20281,2
word,maxim,20282,3
word,turbo-charged,20283,2
word,Trees,20284,2
word,cycads,20285,2
word,Sago,20286,4
word,fronds,20287,2
word,Whitelock,20288,2
word,Sagos,20289,3
word,raping,20290,2
word,accent,20291,2
word,tracts,20292,3
word,Morrissey,20293,4
word,thefts,20294,4
word,Rhone-Poulenc,20295,2
word,Statistical,20296,2
word,high-definition,20297,12
word,converter,20298,5
word,HDTV,20299,19
word,Niles,20300,2
word,HDTVs,20301,3
word,Studios,20302,4
word,dinosaur,20303,2
word,ruling-party,20304,2
word,oath,20305,2
word,convoluted,20306,2
word,pachinko,20307,11
word,parlor,20308,2
word,Pachinko,20309,2
word,blaze,20310,2
word,ping,20311,2
word,bribes,20312,3
word,JSP,20313,5
word,Chosen,20314,3
word,Soren,20315,3
word,ante,20316,2
word,"880,000",20317,2
word,laborers,20318,2
word,McDuffie,20319,14
word,Macon,20320,2
word,recital,20321,4
word,adamant,20322,3
word,violin,20323,5
word,rhythmic,20324,2
word,Menuhin,20325,2
word,Sinfonia,20326,3
word,soloist,20327,2
word,Juilliard,20328,4
word,DeLay,20329,3
word,protege,20330,2
word,roster,20331,2
word,Artists,20332,4
word,Hungarian,20333,3
word,refugee,20334,2
word,Galamian,20335,2
word,violinist,20336,2
word,listened,20337,4
word,Violin,20338,6
word,Concerto,20339,5
word,dolce,20340,2
word,bow,20341,2
word,Schuman,20342,2
word,Serenade,20343,2
word,punch,20344,3
word,Aided,20345,2
word,fireworks,20346,2
word,brass,20347,3
word,Durkin,20348,6
word,steeply,20349,2
word,repayments,20350,2
word,higher-income,20351,2
word,Maidenform,20352,19
word,lingerie,20353,3
word,Brawer,20354,10
word,Beaver,20355,4
word,Capitalizing,20356,2
word,Lesk,20357,6
word,Warnaco,20358,3
word,organizational,20359,5
word,Playtex,20360,3
word,Apparel,20361,2
word,Masket,20362,2
word,consult,20363,3
word,Rosenthal,20364,3
word,family-run,20365,2
word,current-account,20366,4
word,Carr-Lowrey,20367,2
word,mechanics,20368,2
word,package-sorting,20369,2
word,anti-union,20370,2
word,melding,20371,2
word,far-flung,20372,2
word,pro-union,20373,4
word,reconcile,20374,2
word,Ho,20375,2
word,Chi,20376,2
word,Minh,20377,2
word,Bravo,20378,2
word,Zulu,20379,2
word,accolade,20380,2
word,Sanders,20381,2
word,UPS,20382,5
word,grounded,20383,2
word,crimping,20384,2
word,insubordination,20385,2
word,fliers,20386,3
word,stipulated,20387,2
word,harangues,20388,2
word,colleague,20389,3
word,Harsco,20390,3
word,Alcee,20391,4
word,impeachment,20392,18
word,impeached,20393,3
word,69-26,20394,2
word,convict,20395,3
word,roll-call,20396,2
word,restrained,20397,4
word,Mancuso,20398,15
word,miniseries,20399,2
